"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_islolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_PSS10_UCLA_11","Scale_PSS10_UCLA_12","Scale_PSS10_UCLA_13","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","TstressW","TpeopleW","TinstW","TconcernW","TcomplW","TneurosisW","TextroverW","TopenW","TagreeW","TconcW","TdistressW","TspsW","TcopingW","TmediaW","dem_ageG","isoladult","isolkids"
"2020-03-30 18:11:05","2020-03-30 20:52:22","IP Address","100","9676","True","2020-03-30 20:52:23","R_1GU0f9SmkIC9VmJ","anonymous","SME","Yes",47,"","Posgrado","Secundaria","Empleo de tiempo completo","Mexico","no",NA,"Otro/prefiere no decir","0","Not sure","La vida sigue con cambios menores",0,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","Yes",4,4,5,4,3,4,3,4,4,5,3,5,3,8,8,8,5,4,5,0,8,6,5,5,6,4,5,2,5,5,6,3,6,6,5,2,5,5,4,5,5,4,2,5,5,5,4,5,5,6,0,0,6,3,0,0,0,6,4,6,6,6,6,6,2,6,6,6,5,6,6,5,"",5,5,4,4,5,5,5,5,5,5,5,4,4,4,2,5,4,5,4,3,5,5,2,4,2,5,"",6,4,4,3,6,2,"",40,16,30,26,10,13,14,14,12,14,102,48,63,23,"41 - 50","No","No"
"2020-03-30 20:19:19","2020-03-30 20:53:19","IP Address","100","2040","True","2020-03-30 20:53:20","R_24zQESdSHLyPIud","anonymous","SME","Yes",19,"Hombres","Licenciatura","Licenciatura","Empleo de tiempo completo","Mexico","no","CDMX","Soltera(o)","0","Yes","En aislamiento",4,0,"· If Program A is adopted, 200 people will be saved.","","Not sure",4,3,4,3,3,2,3,3,3,4,3,4,3,6,8,6,6,7,9,9,8,5,6,6,6,6,4,5,5,5,5,3,1,5,5,2,2,2,1,2,6,2,4,5,5,4,3,4,5,5,0,5,6,4,1,6,0,6,5,5,5,4,5,5,6,5,6,5,5,5,5,4,"",5,3,4,4,3,4,3,5,4,3,5,3,4,1,1,5,1,1,5,4,4,5,4,5,1,5,"",6,4,5,5,5,5,"",32,14,45,29,10,12,5,10,14,11,108,38,54,25,"20 o menos","Sí","No"
"2020-03-30 20:39:55","2020-03-30 20:53:21","IP Address","100","805","True","2020-03-30 20:53:23","R_3DpdMuLdPgVY4WP","anonymous","SME","Yes",45,"Mujeres","Posgrado","Secundaria","Empleo de tiempo parcial","Mexico","no","CDMX","Casada(o)/en unión libre","2","Yes","La vida sigue con cambios menores",2,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",1,1,2,1,2,1,1,2,2,2,1,1,1,6,9,9,4,9,7,8,9,6,6,5,5,6,8,6,5,5,6,2,2,2,2,2,5,5,3,5,5,5,3,6,5,3,5,5,2,2,2,2,2,2,2,2,5,6,2,6,4,6,2,2,2,2,2,2,2,2,2,2,"",6,6,6,6,6,6,6,6,6,6,5,6,2,2,5,5,2,2,5,5,1,5,5,5,4,6,"",5,5,5,5,5,5,"inconsciencia de vecinos y conocidos, el descrédito de la existencia del virus.",15,15,46,28,10,6,13,15,14,13,65,60,65,25,"41 - 50","Sí","No"
"2020-03-30 20:29:00","2020-03-30 20:53:26","IP Address","100","1465","True","2020-03-30 20:53:27","R_3ikFukyEN9BtNxD","anonymous","SME","Yes",49,"Hombres","Bachillerato ","Primaria","Auto empleo","Mexico","no","San Luis Potosí","Casada(o)/en unión libre","1","Yes","La vida sigue con cambios menores",2,1,"","· If Program C is adopted 400 people will die.","No",4,4,5,3,3,5,3,4,4,5,5,4,4,5,5,4,3,3,3,3,3,5,5,4,5,5,0,5,5,5,6,3,2,6,6,3,3,2,1,2,5,6,3,2,5,5,3,5,6,6,6,6,6,5,4,4,6,6,6,6,6,6,4,6,6,6,5,6,6,6,6,6,"Siento mucha angustia que no encuentren una vacuna y en invierno se propague mas el coronavirus",1,1,1,1,4,1,1,2,1,1,4,1,3,1,3,4,1,1,4,1,4,3,5,1,1,4,"",6,6,4,6,5,4,"El desempleo que la inseguridad sea otro problema que tengamos que afrontar 
",40,10,19,24,10,15,6,13,10,13,136,14,41,27,"41 - 50","Sí","Sí"
"2020-03-30 20:39:49","2020-03-30 20:53:57","IP Address","100","847","True","2020-03-30 20:53:58","R_3eyTkDTGpoTah4M","anonymous","SME","Yes",38,"Hombres","Licenciatura","Posgrado","Empleo de tiempo completo","Mexico","yes","Zacatecas","Casada(o)/en unión libre","3","Yes","En aislamiento",0,3,"","· If Program C is adopted 400 people will die.","No",3,4,4,2,3,4,2,4,4,4,4,4,5,3,7,6,0,4,10,7,5,5,6,5,5,5,5,5,5,6,2,3,5,5,6,5,4,4,4,4,5,5,3,4,5,5,2,5,4,5,5,3,6,4,1,0,6,5,6,6,6,6,5,5,5,6,5,5,4,3,6,2,"Mi pareja  trabaja en otro estado y no está en casa actualmente. ",5,2,5,5,5,4,5,4,4,5,5,1,5,2,4,5,1,1,1,2,2,5,2,1,1,5,"",5,2,3,5,5,2,"Tengo un trastorno ansioso depresivo cuyos síntomas se han ido agravando desde que inicié el aislamiento (hace 21 días). ",34,10,32,26,11,16,12,14,12,12,109,44,43,20,"31 - 40","No","Sí"
"2020-03-30 20:20:56","2020-03-30 20:54:01","IP Address","100","1985","True","2020-03-30 20:54:03","R_2R9NLuhmGOn0eik","anonymous","SME","Yes",21,"Mujeres","Licenciatura","Secundaria","Estudiante","Mexico","no","Estado de México","Soltera(o)","0","No","La vida sigue con cambios menores",3,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",4,4,3,3,3,2,3,4,3,3,5,2,4,9,9,9,5,6,9,10,10,6,6,6,6,4,5,6,5,4,6,2,1,5,3,3,2,2,2,5,4,4,5,6,4,5,5,4,5,4,0,6,4,4,1,4,0,5,2,3,5,5,5,4,3,5,6,3,4,1,5,1,"",6,6,5,5,6,5,6,5,5,6,5,1,5,4,3,1,6,5,5,1,2,4,6,4,1,6,"",5,5,5,2,4,5,"",32,18,49,28,9,11,6,13,15,14,85,55,59,21,"21 - 30","Sí","No"
"2020-03-30 20:39:13","2020-03-30 20:54:09","IP Address","100","895","True","2020-03-30 20:54:11","R_31bdKO4IGy3tHma","anonymous","SME","Yes",43,"Hombres","Posgrado","Ninguna","Empleo de tiempo completo","Mexico","no","Estado de México","Soltera(o)","0","Yes","La vida sigue con cambios menores",1,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",3,3,4,3,3,4,2,3,3,3,2,3,4,8,8,6,5,6,6,7,6,6,6,6,6,6,5,5,6,4,5,3,2,5,4,4,2,2,3,4,4,5,5,5,5,5,5,5,2,5,0,4,2,2,1,6,0,6,5,5,4,2,3,3,4,4,4,4,5,4,5,2,"",5,5,5,5,5,5,5,5,5,5,4,4,2,2,4,2,1,2,2,5,4,4,4,4,1,4,"",5,5,5,3,5,3,"",31,16,36,30,10,13,7,13,15,15,82,50,49,23,"41 - 50","Sí","No"
"2020-03-30 20:38:24","2020-03-30 20:54:43","IP Address","100","979","True","2020-03-30 20:54:44","R_2D8EOqWVRpVN0g2","anonymous","SME","Yes",47,"Mujeres","Licenciatura","Ninguna","Empleo de tiempo completo","Mexico","no","Estado de México","Casada(o)/en unión libre","3","Yes","La vida sigue con cambios menores",3,1,"· If Program A is adopted, 200 people will be saved.","","No",1,1,3,1,1,1,1,2,2,2,1,1,1,8,9,6,8,8,8,7,8,6,6,6,6,6,5,6,6,6,3,4,1,5,2,2,4,5,1,6,6,5,6,5,6,6,6,6,1,6,5,6,6,1,1,5,1,6,6,6,6,6,0,1,1,1,1,6,1,1,1,1,"La delincuencia generada por falta de ingresos se trabajadores informales",6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,5,4,5,5,5,6,5,6,5,6,6,"",6,2,1,2,2,2,"Las diferencias de opinión de las personas de mi familia con las que vivo y la manera de acordar las medidas a seguir en esta contingencia ",15,17,45,30,12,9,10,17,17,18,76,60,84,13,"41 - 50","Sí","Sí"
"2020-03-30 20:41:51","2020-03-30 20:56:02","IP Address","100","851","True","2020-03-30 20:56:03","R_1Fbam97Q0zS65j3","anonymous","SME","Yes",40,"Hombres","Licenciatura","Licenciatura","Empleo de tiempo completo","Mexico","yes","CDMX","Casada(o)/en unión libre","0","Yes","En aislamiento",1,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",3,3,4,3,3,3,3,4,3,3,3,3,3,7,8,10,6,9,9,8,10,4,6,4,5,4,8,5,5,5,5,4,1,6,6,5,2,2,2,3,6,4,3,5,4,5,4,5,4,4,0,5,5,4,2,2,0,6,6,6,6,6,1,1,3,0,2,4,3,3,4,4,"",6,5,5,6,5,5,6,5,5,6,5,4,5,3,4,3,4,4,5,5,3,5,5,4,6,5,"",6,5,5,5,2,3,"Que el sistema de salud del país no está preparado para atender los casos graves",32,15,52,23,10,17,6,13,12,14,81,54,70,23,"31 - 40","Sí","No"
"2020-03-30 20:45:24","2020-03-30 20:58:16","IP Address","100","771","True","2020-03-30 20:58:17","R_1QATCgjRB1ELX3a","anonymous","SME","Yes",33,"Mujeres","Licenciatura","Secundaria","Auto empleo","Mexico","no","Guanajuato","Casada(o)/en unión libre","3","Yes","La vida sigue con cambios menores",1,2,"· If Program A is adopted, 200 people will be saved.","","No",2,3,4,2,3,3,2,3,3,4,3,4,5,3,8,3,1,3,5,7,5,2,5,2,6,4,7,6,4,5,6,2,1,6,5,2,1,1,1,5,6,6,2,4,2,3,2,4,6,2,6,6,5,1,1,6,5,6,5,4,4,1,1,1,2,1,5,5,1,1,6,1,"",4,2,2,5,6,4,5,6,2,5,4,6,1,4,1,4,2,2,5,1,1,4,4,5,1,5,"",5,4,3,1,6,5,"",29,11,24,19,9,13,3,17,8,9,82,41,50,19,"31 - 40","Sí","Sí"
"2020-03-30 20:42:51","2020-03-30 20:59:22","IP Address","100","990","True","2020-03-30 20:59:23","R_1imu7hDsvSEQ8VL","anonymous","SME","Yes",46,"Mujeres","Posgrado","Bachillerato ","Empleo de tiempo completo","Mexico","no","Michoacán","Casada(o)/en unión libre","2","Yes","En aislamiento",1,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",1,1,3,1,1,1,1,2,3,1,1,1,1,9,9,3,7,5,8,8,8,5,5,5,5,5,5,5,5,6,5,5,2,2,4,2,4,4,2,5,5,5,5,5,5,6,5,5,1,4,5,5,1,1,1,2,1,5,1,5,5,5,2,4,2,1,1,4,1,4,5,1,"",5,5,5,5,5,5,5,5,5,5,4,4,4,1,4,3,3,1,4,4,5,4,5,4,1,4,"Leer. Hacer arreglos en la casa.",5,5,5,5,3,3,"",15,18,39,25,11,8,10,15,15,16,67,50,55,23,"41 - 50","Sí","No"
"2020-03-30 20:49:02","2020-03-30 20:59:26","IP Address","100","623","True","2020-03-30 20:59:27","R_22WzotXJ8DAUhos","anonymous","SME","Yes",21,"Mujeres","Licenciatura","- Some College or equivalent","Estudiante","Mexico","no","Veracruz","Casada(o)/en unión libre","2","Yes","En aislamiento",2,1,"· If Program A is adopted, 200 people will be saved.","","No",5,5,5,3,4,5,3,4,5,5,5,5,5,5,6,1,2,4,5,8,5,6,6,6,6,4,0,4,6,6,4,3,1,6,3,3,6,6,3,4,6,3,4,3,6,6,4,6,4,6,4,6,4,3,1,6,4,6,6,6,6,6,6,6,2,6,6,3,5,6,6,1,"",6,4,4,3,6,6,6,4,6,6,4,1,6,2,6,6,1,4,5,3,4,5,3,5,3,6,"",6,6,4,3,6,2,"",44,11,25,28,12,12,15,13,13,16,115,51,64,25,"21 - 30","Sí","Sí"
"2020-03-30 20:44:06","2020-03-30 20:59:39","IP Address","100","933","True","2020-03-30 20:59:40","R_2c6nSwWr5QzUtqy","anonymous","SME","Yes",46,"Hombres","Posgrado","Bachillerato ","Auto empleo","Mexico","no","CDMX","Casada(o)/en unión libre","2","Yes","En aislamiento",5,0,"","· If Program C is adopted 400 people will die.","No",2,2,3,2,1,3,1,2,2,2,1,1,3,9,10,0,0,0,1,8,0,5,5,5,5,6,2,6,6,6,3,2,4,6,4,1,5,5,2,5,6,4,6,5,6,5,5,6,1,0,4,5,1,3,1,5,0,6,3,4,6,6,1,1,0,1,3,0,5,1,4,5,"",6,6,6,6,6,5,6,6,5,6,2,5,6,5,6,6,1,1,5,5,5,3,5,5,3,4,"",6,6,6,6,6,2,"",20,19,9,26,12,11,12,15,17,16,66,58,67,30,"41 - 50","Sí","No"
"2020-03-30 20:42:43","2020-03-30 20:59:48","IP Address","100","1025","True","2020-03-30 20:59:49","R_2rwhVTZVv2a4ktv","anonymous","SME","Yes",50,"Mujeres","Licenciatura","Licenciatura","Auto empleo","Mexico","no","CDMX","Soltera(o)","1","Yes","La vida sigue con cambios menores",0,1,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",4,2,4,3,4,3,3,4,3,4,3,1,3,9,8,9,5,7,9,9,9,2,5,5,5,5,7,5,5,5,3,5,4,5,5,4,4,4,2,5,5,5,3,3,5,5,3,5,6,2,5,6,5,2,2,0,5,6,4,5,5,5,2,2,2,2,5,5,5,2,5,1,"",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,"",4,5,5,3,4,4,"",34,17,48,22,10,14,10,15,11,13,89,50,75,21,"41 - 50","No","Sí"
"2020-03-30 20:35:06","2020-03-30 20:59:57","IP Address","100","1490","True","2020-03-30 20:59:58","R_31LdIVMqiAvnnCc","anonymous","SME","Yes",34,"Hombres","Licenciatura","Licenciatura","Sin empleo","Mexico","yes","CDMX","Soltera(o)","0","Yes","En aislamiento",0,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",5,3,4,4,3,1,3,5,4,5,3,1,2,7,10,6,4,6,7,7,7,5,5,4,6,4,5,6,6,6,5,5,1,3,3,3,1,1,4,6,6,6,6,4,4,4,3,4,6,1,0,6,4,1,0,1,1,5,3,1,1,4,1,1,1,1,1,4,1,1,2,1,"",5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,1,1,4,4,1,4,4,6,1,5,"",5,3,3,4,3,4,"Como trabajadora independiente (freelance) me encuentro en una situación vulnerable pues no se podrán concretar algunos proyectos esbozados. En mi país no se reconoce como trabajo y por lo tanto veo difícil que adopten medidas para ayudarnos.",37,17,37,24,12,9,6,18,14,11,48,50,55,18,"31 - 40","No","No"
"2020-03-30 20:44:57","2020-03-30 21:00:49","IP Address","100","952","True","2020-03-30 21:00:50","R_CZBtxCQJBIvx4xX","anonymous","SME","Yes",35,"Hombres","Licenciatura","Licenciatura","Empleo de tiempo completo","Mexico","no","Jalisco","Soltera(o)","0","Yes","En aislamiento",0,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",1,1,4,2,2,1,2,3,4,2,1,1,1,7,5,5,0,5,5,5,5,6,6,6,6,6,4,6,6,6,6,2,1,6,3,1,2,1,1,6,6,6,5,3,5,5,6,6,1,1,0,1,4,1,1,0,0,6,6,5,5,6,1,1,1,1,1,5,1,1,6,1,"",6,5,6,6,6,6,6,6,5,6,5,1,5,1,2,2,1,1,6,5,6,3,5,6,1,5,"",6,6,6,1,6,3,"",22,12,25,30,12,10,4,18,13,17,56,58,55,25,"31 - 40","No","No"
"2020-03-30 20:48:20","2020-03-30 21:01:19","IP Address","100","778","True","2020-03-30 21:01:20","R_22RCm0T49do1m6O","anonymous","SME","Yes",22,"Hombres","Licenciatura","Secundaria","Estudiante","Mexico","no","Estado de México","Soltera(o)","0","Yes","En aislamiento",3,0,"","· If Program C is adopted 400 people will die.","No",4,4,5,5,4,5,3,5,5,4,1,1,3,6,8,5,1,3,8,9,8,4,6,6,5,4,5,6,6,6,6,3,3,6,5,2,1,1,1,4,6,6,5,3,4,4,5,5,6,3,0,6,4,2,1,4,0,6,5,5,6,5,2,2,2,4,2,4,5,6,4,1,"",5,6,6,6,3,4,3,6,4,5,4,5,4,3,2,3,3,4,6,3,4,6,3,3,4,6,"",6,5,4,2,4,4,"",44,14,34,25,12,13,3,16,12,14,85,48,63,21,"21 - 30","Sí","No"
"2020-03-30 20:38:17","2020-03-30 21:01:38","IP Address","100","1401","True","2020-03-30 21:01:39","R_2tn8puz5reDy2sA","anonymous","SME","Yes",45,"Hombres","Posgrado","Primaria","Empleo de tiempo completo","Mexico","no","CDMX","Casada(o)/en unión libre","1","Yes","En aislamiento",4,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",4,3,5,2,3,4,4,4,4,3,1,1,1,7,8,8,7,7,9,10,7,4,6,5,1,5,5,5,1,1,5,4,2,5,5,2,3,4,2,5,5,4,5,4,5,5,5,5,5,5,1,5,5,1,1,4,1,6,5,5,5,5,1,1,5,1,1,3,5,6,4,1,"",5,6,5,5,6,5,6,6,4,5,4,5,5,4,4,4,1,1,4,4,5,5,5,4,5,5,"",5,5,6,2,6,1,"",36,15,48,21,2,12,9,14,14,15,82,53,65,24,"41 - 50","Sí","No"
"2020-03-30 20:49:48","2020-03-30 21:02:10","IP Address","100","741","True","2020-03-30 21:02:11","R_22KSP6OnqirbqHb","anonymous","SME","Yes",31,"Otro/Prefiere no decir","Posgrado","Ninguna","Empleo de tiempo parcial","Mexico","no","Aguascalientes","Casada(o)/en unión libre","0","No","En aislamiento",1,0,"· If Program A is adopted, 200 people will be saved.","","Yes",3,1,3,3,2,2,1,2,1,1,2,3,2,3,6,1,1,1,1,3,1,6,6,6,6,6,5,6,6,6,6,1,2,5,6,4,1,1,2,3,4,6,2,3,3,3,4,5,6,5,0,6,6,1,1,1,0,6,3,6,6,6,5,3,4,1,1,1,6,3,6,1,"",3,3,2,3,4,4,4,5,4,2,3,1,1,1,1,3,1,1,4,3,1,3,4,3,1,3,"",5,5,5,3,5,1,"",19,9,8,30,12,15,4,13,8,12,84,34,34,23,"31 - 40","Sí","No"
"2020-03-30 20:20:31","2020-03-30 21:03:19","IP Address","100","2568","True","2020-03-30 21:03:20","R_OKhxtDejFO6nWut","anonymous","SME","Yes",39,"Hombres","Posgrado","Licenciatura","Auto empleo","Mexico","no","Estado de México","Soltera(o)","1","Yes","En aislamiento",1,0,"· If Program A is adopted, 200 people will be saved.","","No",3,2,3,2,3,3,2,4,3,3,3,2,2,7,8,0,0,0,0,3,1,5,6,6,6,5,2,6,6,6,3,4,3,4,4,2,4,5,4,5,5,4,5,5,5,5,4,5,6,5,0,6,6,4,1,5,0,6,6,6,5,6,2,2,2,4,4,4,4,3,5,5,"",6,6,5,6,6,6,6,6,6,6,4,5,5,2,6,5,4,2,5,5,5,4,5,5,4,4,"Cocinar, meditar, limpiar la casa, convivir con mis perros, subir a la azotea, abrir la ventana para que entre aire fresco, dar gracias por que puedo estar en casa y contagiar o contagiarme",5,5,6,4,6,3,"La falta de agua en la alcaldía en la que vivo, desde enero hemos tenido que pagar pipas de agua, yo sé que eventualmente ya no podremos pagarlas y no habrá agua. También me preocupan las actividades delictivas de saqueos a supermercados porque creo que con el crimen organizado en mi país puede escalar a viviendas.",28,15,4,28,12,10,13,14,15,14,97,59,70,26,"31 - 40","Sí","No"
"2020-03-30 20:48:15","2020-03-30 21:03:29","IP Address","100","914","True","2020-03-30 21:03:31","R_2flKIhFMW0wbaew","anonymous","SME","Yes",39,"Hombres","Licenciatura trunca","Primaria","Auto empleo","Mexico","no","CDMX","Soltera(o)","1","Yes","La vida sigue con cambios menores",3,1,"· If Program A is adopted, 200 people will be saved.","","Not sure",5,5,4,4,2,5,3,4,3,5,4,5,4,6,5,4,0,2,2,3,3,6,6,6,5,4,3,6,5,6,5,2,2,6,6,6,5,2,3,4,6,6,2,2,5,6,1,4,6,4,0,6,6,2,0,6,2,6,6,6,6,6,0,4,4,6,4,6,3,2,5,2,"Me preocupa mucho el aumento de la a economía del país ",6,5,4,6,6,4,6,6,4,6,6,2,6,2,5,6,2,5,6,4,4,6,3,5,2,6,"",6,6,2,6,6,1,"Me preocupa el aumento abismal de la pobreza en México. Y el desabasto de insumos para el personal de salubridad. ",40,11,14,27,11,18,10,16,9,11,98,53,70,26,"31 - 40","Sí","Sí"
"2020-03-30 20:50:50","2020-03-30 21:05:05","IP Address","100","854","True","2020-03-30 21:05:06","R_11duadKhDf8Ro1v","anonymous","SME","Yes",50,"Hombres","Posgrado","Secundaria","Empleo de tiempo completo","Mexico","yes","CDMX","Casada(o)/en unión libre","0","No","En aislamiento",1,0,"","· If Program C is adopted 400 people will die.","No",4,2,5,1,3,2,1,5,2,2,1,2,2,7,7,6,3,4,5,5,5,6,6,6,6,5,5,6,6,6,5,2,3,4,3,4,5,6,2,4,6,3,5,5,5,6,5,5,2,4,1,4,3,5,1,1,1,6,6,6,6,4,2,2,1,1,6,6,5,6,6,2,"",5,5,5,5,4,4,5,6,4,5,3,5,5,1,4,1,1,1,4,2,1,4,4,4,1,3,"",5,5,5,2,5,2,"",27,14,28,29,12,11,13,13,15,16,87,48,44,22,"41 - 50","Sí","No"
"2020-03-30 20:49:03","2020-03-30 21:05:17","IP Address","100","974","True","2020-03-30 21:05:18","R_1mKQHWWFjPA5HZ7","anonymous","SME","Yes",22,"Hombres","Licenciatura","Primaria","Estudiante","Mexico","no","Baja California","Soltera(o)","0","Yes","En aislamiento",3,0,"· If Program A is adopted, 200 people will be saved.","","Not sure",3,1,2,2,3,2,2,3,2,2,4,1,2,5,8,6,6,6,7,10,5,4,6,5,5,5,5,5,3,2,3,4,2,4,2,2,4,5,2,3,5,6,5,5,6,4,5,4,2,4,0,2,6,4,2,6,0,5,3,6,6,5,3,2,4,2,3,4,6,6,5,3,"",6,6,5,6,6,5,6,6,5,6,4,5,6,3,6,5,4,5,6,2,4,5,5,5,2,6,"",5,6,6,4,6,2,"",22,13,40,25,5,8,11,14,16,13,89,57,73,27,"21 - 30","Sí","No"
"2020-03-30 20:38:35","2020-03-30 21:05:32","IP Address","100","1616","True","2020-03-30 21:05:33","R_1Flkj2AnyRM28vb","anonymous","SME","Yes",62,"Mujeres","Posgrado","Primaria","Auto empleo","Mexico","no","CDMX","Soltera(o)","0","Yes","En aislamiento",NA,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",1,3,3,2,3,2,1,3,2,2,2,1,2,9,9,0,0,2,0,8,0,5,6,5,5,5,0,6,5,5,6,3,1,4,2,1,6,5,6,5,6,6,5,5,5,5,6,5,6,1,1,6,1,1,1,1,1,6,6,4,5,6,1,1,1,2,1,1,2,1,2,1,"",5,6,5,5,4,5,5,5,5,5,1,2,5,1,5,6,1,1,5,5,4,4,5,5,1,2,"",5,5,6,5,6,3,"Ha desaparecido la certeza de un ingreso profesional adecuado debido a la cancelación de proyectos causada por el COVID19",22,18,10,26,10,7,17,17,15,16,59,50,53,27,"61 - 70",NA,"No"
"2020-03-30 20:16:24","2020-03-30 21:06:01","IP Address","100","2976","True","2020-03-30 21:06:02","R_1E4lLb0qage6aVy","anonymous","SME","Yes",36,"Hombres","Licenciatura","Licenciatura","Empleo de tiempo completo","Mexico","no","Veracruz","Casada(o)/en unión libre","0","Yes","La vida sigue con cambios menores",5,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",3,3,4,3,2,3,2,2,3,2,2,2,2,8,9,0,2,1,0,8,0,2,2,2,2,5,0,2,4,5,5,2,3,4,5,3,2,3,2,4,5,4,5,5,5,4,4,4,6,5,0,5,5,3,3,5,0,5,5,6,6,5,3,3,2,4,0,3,5,5,5,3,"No",5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,3,3,5,5,4,4,4,5,5,4,"No",5,5,5,4,5,4,"Seguimos saliendo a trabajar. El gobierno estatal no ha implementado las medidas para el aislamiento social.",27,17,11,13,9,12,7,13,15,12,92,50,69,24,"31 - 40","Sí","No"
"2020-03-30 20:37:19","2020-03-30 21:06:35","IP Address","100","1755","True","2020-03-30 21:06:36","R_3HzhP36v4ua1Qsu","anonymous","SME","Yes",52,"Hombres","Posgrado","Posgrado","Empleo de tiempo completo","Mexico","yes","Colima","Casada(o)/en unión libre","1","Yes","En aislamiento",1,0,"","","",2,2,3,1,1,2,1,2,2,2,5,3,3,9,7,7,7,7,7,7,7,6,6,6,6,6,7,5,6,6,2,5,2,5,1,1,6,6,6,1,6,6,6,5,6,6,6,6,1,6,5,2,1,5,5,1,2,1,5,5,5,5,1,1,5,5,5,5,5,1,2,5,"Ninguno",6,5,6,6,6,5,6,5,5,5,5,1,6,1,6,6,5,6,6,6,6,5,6,6,5,5,"Ninguno",5,5,5,6,6,2,"Ninguno",18,16,42,30,12,7,18,13,17,18,84,55,81,27,"51 - 60","Sí","No"
